"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2007"	"2007"	45	294860	15.3	11.1	20.4	2.3
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2008"	"2008"	42	293071	14.3	10.3	19.4	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2009"	"2009"	58	296821	19.5	14.8	25.3	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2010"	"2010"	40	308088	13.0	9.3	17.7	2.1
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2011"	"2011"	45	296485	15.2	11.1	20.3	2.3
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2012"	"2012"	41	293019	14.0	10.0	19.0	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2013"	"2013"	47	295517	15.9	11.7	21.1	2.3
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2014"	"2014"	45	298682	15.1	11.0	20.2	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2015"	"2015"	38	305368	12.4	8.8	17.1	2.0
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2016"	"2016"	57	312856	18.2	13.8	23.6	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2017"	"2017"	58	315673	18.4	14.0	23.8	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2018"	"2018"	60	306542	19.6	14.9	25.2	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2019"	"2019"	56	304289	18.4	13.9	23.9	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2020 "	"2020"	46	306181	15.0	11.0	20.0	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"1999"	"1999"	54	329927	16.4	12.3	21.4	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2000"	"2000"	59	338448	17.4	13.3	22.5	2.3
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2001"	"2001"	54	339019	15.9	12.0	20.8	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2002"	"2002"	69	337648	20.4	15.9	25.9	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2003"	"2003"	68	335681	20.3	15.7	25.7	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2004"	"2004"	61	328583	18.6	14.2	23.8	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2005"	"2005"	48	321472	14.9	11.0	19.8	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2006"	"2006"	52	312284	16.7	12.4	21.8	2.3
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2007"	"2007"	56	309114	18.1	13.7	23.5	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2008"	"2008"	43	311330	13.8	10.0	18.6	2.1
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2009"	"2009"	52	311371	16.7	12.5	21.9	2.3
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2010"	"2010"	36	312963	11.5	8.1	15.9	1.9
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2011"	"2011"	66	306491	21.5	16.7	27.4	2.7
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2012"	"2012"	39	297583	13.1	9.3	17.9	2.1
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2013"	"2013"	41	293802	14.0	10.0	18.9	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2014"	"2014"	30	297070	10.1	6.8	14.4	1.8
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2015"	"2015"	41	300023	13.7	9.8	18.5	2.1
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2016"	"2016"	45	306181	14.7	10.7	19.7	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2017"	"2017"	44	313869	14.0	10.2	18.8	2.1
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2018"	"2018"	66	316567	20.8	16.1	26.5	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2019"	"2019"	46	307284	15.0	11.0	20.0	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2020 "	"2020"	41	305816	13.4	9.6	18.2	2.1
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"1999"	"1999"	71	309598	22.9	17.9	28.9	2.7
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2000"	"2000"	68	318696	21.3	16.6	27.0	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2001"	"2001"	60	344500	17.4	13.3	22.4	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2002"	"2002"	66	339952	19.4	15.0	24.7	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2003"	"2003"	75	337537	22.2	17.5	27.9	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2004"	"2004"	64	334504	19.1	14.7	24.4	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2005"	"2005"	65	326570	19.9	15.4	25.4	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2006"	"2006"	55	318531	17.3	13.0	22.5	2.3
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2007"	"2007"	45	308565	14.6	10.6	19.5	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2008"	"2008"	67	304460	22.0	17.1	27.9	2.7
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2009"	"2009"	55	305719	18.0	13.6	23.4	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2010"	"2010"	64	307124	20.8	16.0	26.6	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2011"	"2011"	31	314835	9.8	6.7	14.0	1.8
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2012"	"2012"	39	307457	12.7	9.0	17.3	2.0
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2013"	"2013"	45	298348	15.1	11.0	20.2	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2014"	"2014"	49	295310	16.6	12.3	21.9	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2015"	"2015"	49	298388	16.4	12.1	21.7	2.3
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2016"	"2016"	58	300607	19.3	14.7	24.9	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2017"	"2017"	44	307274	14.3	10.4	19.2	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2018"	"2018"	59	314489	18.8	14.3	24.2	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2019"	"2019"	48	317221	15.1	11.2	20.1	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2020 "	"2020"	46	308241	14.9	10.9	19.9	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"1999"	"1999"	61	301780	20.2	15.5	26.0	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2000"	"2000"	60	310511	19.3	14.7	24.9	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2001"	"2001"	65	325901	19.9	15.4	25.4	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2002"	"2002"	76	347189	21.9	17.2	27.4	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2003"	"2003"	66	342686	19.3	14.9	24.5	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2004"	"2004"	71	340327	20.9	16.3	26.3	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2005"	"2005"	56	337556	16.6	12.5	21.5	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2006"	"2006"	57	329688	17.3	13.1	22.4	2.3
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2007"	"2007"	43	321674	13.4	9.7	18.0	2.0
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2008"	"2008"	40	311742	12.8	9.2	17.5	2.0
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2009"	"2009"	70	307717	22.7	17.7	28.7	2.7
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2010"	"2010"	40	307859	13.0	9.3	17.7	2.1
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2011"	"2011"	41	307248	13.3	9.6	18.1	2.1
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2012"	"2012"	48	315757	15.2	11.2	20.2	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2013"	"2013"	42	308323	13.6	9.8	18.4	2.1
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2014"	"2014"	55	299933	18.3	13.8	23.9	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2015"	"2015"	46	296675	15.5	11.4	20.7	2.3
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2016"	"2016"	41	298850	13.7	9.8	18.6	2.1
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2017"	"2017"	54	301797	17.9	13.4	23.3	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2018"	"2018"	69	307735	22.4	17.4	28.4	2.7
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2019"	"2019"	61	315355	19.3	14.8	24.8	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2020 "	"2020"	50	318143	15.7	11.7	20.7	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"1999"	"1999"	71	294341	24.1	18.8	30.4	2.9
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2000"	"2000"	67	300180	22.3	17.3	28.3	2.7
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2001"	"2001"	59	313981	18.8	14.3	24.2	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2002"	"2002"	70	327678	21.4	16.7	27.0	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2003"	"2003"	70	348650	20.1	15.7	25.4	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2004"	"2004"	83	343814	24.1	19.2	29.9	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2005"	"2005"	60	341312	17.6	13.4	22.6	2.3
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2006"	"2006"	61	338271	18.0	13.8	23.2	2.3
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2007"	"2007"	74	330147	22.4	17.6	28.1	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2008"	"2008"	65	321918	20.2	15.6	25.7	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2009"	"2009"	57	311808	18.3	13.8	23.7	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2010"	"2010"	49	307287	15.9	11.8	21.1	2.3
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2011"	"2011"	47	308900	15.2	11.2	20.2	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2012"	"2012"	47	308242	15.2	11.2	20.3	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2013"	"2013"	53	316733	16.7	12.5	21.9	2.3
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2014"	"2014"	46	310136	14.8	10.9	19.8	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2015"	"2015"	52	301271	17.3	12.9	22.6	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2016"	"2016"	59	297077	19.9	15.1	25.6	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2017"	"2017"	48	300168	16.0	11.8	21.2	2.3
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2018"	"2018"	48	302408	15.9	11.7	21.0	2.3
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2019"	"2019"	56	308779	18.1	13.7	23.6	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2020 "	"2020"	67	316261	21.2	16.4	26.9	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"1999"	"1999"	72	296423	24.3	19.0	30.6	2.9
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2000"	"2000"	87	300352	29.0	23.2	35.7	3.1
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2001"	"2001"	93	305065	30.5	24.6	37.3	3.2
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2002"	"2002"	82	314807	26.0	20.7	32.3	2.9
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2003"	"2003"	64	327874	19.5	15.0	24.9	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2004"	"2004"	98	348140	28.1	22.9	34.3	2.8
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2005"	"2005"	95	342791	27.7	22.4	33.9	2.8
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2006"	"2006"	67	339696	19.7	15.3	25.0	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2007"	"2007"	78	336032	23.2	18.3	29.0	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2008"	"2008"	69	327352	21.1	16.4	26.7	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2009"	"2009"	49	318659	15.4	11.4	20.3	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2010"	"2010"	74	310972	23.8	18.7	29.9	2.8
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2011"	"2011"	48	308882	15.5	11.5	20.6	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2012"	"2012"	54	309995	17.4	13.1	22.7	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2013"	"2013"	45	309273	14.6	10.6	19.5	2.2
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2014"	"2014"	62	318656	19.5	14.9	24.9	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2015"	"2015"	60	311419	19.3	14.7	24.8	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2016"	"2016"	52	301714	17.2	12.9	22.6	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2017"	"2017"	68	298371	22.8	17.7	28.9	2.8
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2018"	"2018"	60	300793	19.9	15.2	25.7	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2019"	"2019"	51	303408	16.8	12.5	22.1	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2020 "	"2020"	74	309645	23.9	18.8	30.0	2.8
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"1999"	"1999"	69	288170	23.9	18.6	30.3	2.9
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2000"	"2000"	86	293214	29.3	23.5	36.2	3.2
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2001"	"2001"	83	302312	27.5	21.9	34.0	3.0
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2002"	"2002"	85	307730	27.6	22.1	34.2	3.0
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2003"	"2003"	76	317981	23.9	18.8	29.9	2.7
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2004"	"2004"	88	331555	26.5	21.3	32.7	2.8
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2005"	"2005"	101	352662	28.6	23.1	34.2	2.8
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2006"	"2006"	84	347853	24.1	19.3	29.9	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2007"	"2007"	92	345265	26.6	21.5	32.7	2.8
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2008"	"2008"	93	342044	27.2	21.9	33.3	2.8
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2009"	"2009"	78	333809	23.4	18.5	29.2	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2010"	"2010"	70	326489	21.4	16.7	27.1	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2011"	"2011"	63	309415	20.4	15.6	26.1	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2012"	"2012"	75	310005	24.2	19.0	30.3	2.8
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2013"	"2013"	61	311022	19.6	15.0	25.2	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2014"	"2014"	60	311235	19.3	14.7	24.8	2.5
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2015"	"2015"	60	319973	18.8	14.3	24.1	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2016"	"2016"	86	312029	27.6	22.0	34.0	3.0
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2017"	"2017"	88	303118	29.0	23.3	35.8	3.1
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2018"	"2018"	81	299113	27.1	21.5	33.7	3.0
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2019"	"2019"	71	301819	23.5	18.4	29.7	2.8
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2020 "	"2020"	88	304278	28.9	23.2	35.6	3.1
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"1999"	"1999"	135	290319	46.5	38.7	54.3	4.0
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2000"	"2000"	87	289009	30.1	24.1	37.1	3.2
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2001"	"2001"	91	300014	30.3	24.4	37.2	3.2
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2002"	"2002"	103	304870	33.8	27.3	40.3	3.3
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2003"	"2003"	90	310467	29.0	23.3	35.6	3.1
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2004"	"2004"	110	320943	34.3	27.9	40.7	3.3
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2005"	"2005"	100	334979	29.9	24.0	35.7	3.0
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2006"	"2006"	88	356426	24.7	19.8	30.4	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2007"	"2007"	101	351808	28.7	23.1	34.3	2.9
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2008"	"2008"	100	349399	28.6	23.0	34.2	2.9
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2009"	"2009"	89	346398	25.7	20.6	31.6	2.7
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2010"	"2010"	92	340595	27.0	21.8	33.1	2.8
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2011"	"2011"	88	323608	27.2	21.8	33.5	2.9
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2012"	"2012"	85	310622	27.4	21.9	33.8	3.0
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2013"	"2013"	79	311041	25.4	20.1	31.7	2.9
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2014"	"2014"	66	313111	21.1	16.3	26.8	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2015"	"2015"	75	312732	24.0	18.9	30.1	2.8
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2016"	"2016"	95	320821	29.6	24.0	36.2	3.0
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2017"	"2017"	86	313802	27.4	21.9	33.8	3.0
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2018"	"2018"	81	304073	26.6	21.2	33.1	3.0
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2019"	"2019"	78	300119	26.0	20.5	32.4	2.9
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2020 "	"2020"	105	302815	34.7	28.0	41.3	3.4
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"1999"	"1999"	138	292924	47.1	39.3	55.0	4.0
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2000"	"2000"	149	290706	51.3	43.0	59.5	4.2
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2001"	"2001"	130	291547	44.6	36.9	52.3	3.9
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2002"	"2002"	129	301686	42.8	35.4	50.1	3.8
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2003"	"2003"	117	306165	38.2	31.3	45.1	3.5
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2004"	"2004"	124	311417	39.8	32.8	46.8	3.6
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2005"	"2005"	124	321646	38.6	31.8	45.3	3.5
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2006"	"2006"	109	335370	32.5	26.4	38.6	3.1
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2007"	"2007"	121	356432	33.9	27.9	40.0	3.1
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2008"	"2008"	126	351411	35.9	29.6	42.1	3.2
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2009"	"2009"	123	348633	35.3	29.0	41.5	3.2
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2010"	"2010"	109	347686	31.4	25.5	37.2	3.0
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2011"	"2011"	115	339067	33.9	27.7	40.1	3.2
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2012"	"2012"	85	325109	26.1	20.9	32.3	2.8
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2013"	"2013"	86	311789	27.6	22.1	34.1	3.0
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2014"	"2014"	97	313515	30.9	25.1	37.7	3.1
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2015"	"2015"	102	315049	32.4	26.1	38.7	3.2
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2016"	"2016"	116	313893	37.0	30.2	43.7	3.4
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2017"	"2017"	75	322873	23.2	18.3	29.1	2.7
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2018"	"2018"	94	314863	29.9	24.1	36.5	3.1
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2019"	"2019"	101	305247	33.1	26.6	39.5	3.3
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2020 "	"2020"	142	301343	47.1	39.4	54.9	4.0
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"1999"	"1999"	164	289691	56.6	47.9	65.3	4.4
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2000"	"2000"	161	294437	54.7	46.2	63.1	4.3
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2001"	"2001"	150	293502	51.1	42.9	59.3	4.2
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2002"	"2002"	157	294732	53.3	44.9	61.6	4.3
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2003"	"2003"	158	305273	51.8	43.7	59.8	4.1
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2004"	"2004"	138	310151	44.5	37.1	51.9	3.8
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2005"	"2005"	150	315984	47.5	39.9	55.1	3.9
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2006"	"2006"	163	326764	49.9	42.2	57.5	3.9
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2007"	"2007"	154	341041	45.2	38.0	52.3	3.6
