"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2004"	"2004"	119171	11150088	1068.8
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2005"	"2005"	124229	11601673	1070.8
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2006"	"2006"	126779	12028705	1054.0
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2007"	"2007"	129977	12417301	1046.7
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2008"	"2008"	134290	12714018	1056.2
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2009"	"2009"	136875	13097307	1045.1
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2010"	"2010"	140552	13434297	1046.2
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2011"	"2011"	146023	13907587	1050.0
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2012"	"2012"	147634	13953898	1058.0
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2013"	"2013"	150822	14108450	1069.0
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2014"	"2014"	154680	14251676	1085.3
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2015"	"2015"	157623	14417315	1093.3
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2016"	"2016"	160050	14541571	1100.6
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2017"	"2017"	161298	14590788	1105.5
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2018"	"2018"	162308	14575176	1113.6
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2019"	"2019"	160982	14521436	1108.6
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2020 "	"2020"	179187	14378985	1246.2
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"1999"	"1999"	209155	6918262	3023.2
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2000"	"2000"	202038	6894226	2930.5
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2001"	"2001"	196158	6874127	2853.6
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2002"	"2002"	191844	6858224	2797.3
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2003"	"2003"	186112	6885928	2702.8
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2004"	"2004"	178642	6935888	2575.6
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2005"	"2005"	177517	6999954	2536.0
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2006"	"2006"	173056	7105898	2435.4
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2007"	"2007"	172867	7287583	2372.1
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2008"	"2008"	178730	7603312	2350.7
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2009"	"2009"	178722	7873632	2269.9
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2010"	"2010"	181567	8045131	2256.9
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2011"	"2011"	185021	8306752	2227.4
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2012"	"2012"	193452	8890920	2175.8
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2013"	"2013"	202897	9331674	2174.3
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2014"	"2014"	210808	9714807	2170.0
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2015"	"2015"	220260	10084953	2184.0
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2016"	"2016"	227014	10433627	2175.8
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2017"	"2017"	234580	10748445	2182.5
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2018"	"2018"	239733	10970346	2185.3
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2019"	"2019"	244336	11260390	2169.9
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2020 "	"2020"	282869	11568923	2445.1
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"1999"	"1999"	296528	4183527	7088.0
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2000"	"2000"	294842	4225401	6977.8
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2001"	"2001"	294013	4312194	6818.2
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2002"	"2002"	295763	4379675	6753.1
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2003"	"2003"	293774	4432935	6627.1
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2004"	"2004"	285752	4473629	6387.5
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2005"	"2005"	285608	4512363	6329.5
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2006"	"2006"	278690	4528249	6154.5
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2007"	"2007"	272398	4533641	6008.4
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2008"	"2008"	272482	4533860	6009.9
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2009"	"2009"	262553	4518982	5810.0
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2010"	"2010"	261723	4535661	5770.3
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2011"	"2011"	262132	4576873	5727.3
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2012"	"2012"	258273	4612693	5599.2
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2013"	"2013"	261077	4676530	5582.7
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2014"	"2014"	261374	4753148	5499.0
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2015"	"2015"	265528	4827365	5500.5
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2016"	"2016"	265420	4931116	5382.6
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2017"	"2017"	274094	5095710	5378.9
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2018"	"2018"	281994	5358726	5262.3
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2019"	"2019"	288804	5547449	5206.1
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2020 "	"2020"	336942	5704928	5906.2
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"1999"	"1999"	184938	1034839	17871.2
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2000"	"2000"	189537	1061643	17853.2
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2001"	"2001"	192084	1094483	17550.2
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2002"	"2002"	199834	1122659	17800.1
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2003"	"2003"	202148	1164671	17356.7
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2004"	"2004"	200357	1198940	16711.2
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2005"	"2005"	210795	1251702	16840.7
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2006"	"2006"	213151	1315193	16206.8
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2007"	"2007"	219419	1376012	15946.0
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2008"	"2008"	230495	1430364	16114.4
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2009"	"2009"	231198	1486527	15552.9
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2010"	"2010"	241741	1528404	15816.6
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2011"	"2011"	250688	1610254	15568.2
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2012"	"2012"	256821	1656437	15504.4
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2013"	"2013"	264933	1710806	15485.9
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2014"	"2014"	267765	1751652	15286.4
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2015"	"2015"	278085	1791088	15526.0
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2016"	"2016"	278054	1820369	15274.6
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2017"	"2017"	287103	1849670	15521.8
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2018"	"2018"	287637	1873994	15348.9
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2019"	"2019"	287364	1907106	15068.1
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2020 "	"2020"	327209	1921392	17029.8
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"1999"	"1999"	66	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2000"	"2000"	70	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2001"	"2001"	92	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2002"	"2002"	98	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2003"	"2003"	96	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2004"	"2004"	84	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2005"	"2005"	52	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2006"	"2006"	72	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2007"	"2007"	63	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2008"	"2008"	52	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2009"	"2009"	46	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2010"	"2010"	40	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2011"	"2011"	44	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2012"	"2012"	41	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2013"	"2013"	35	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2014"	"2014"	60	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2015"	"2015"	37	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2016"	"2016"	33	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2017"	"2017"	47	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2018"	"2018"	34	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2019"	"2019"	40	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2020 "	"2020"	27	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: export_deaths_race_gender_age_year"
"Gender: Female; Male"
"Hispanic Origin: Not Hispanic or Latino"
"Race: Black or African American; White"
"Group By: Race; Gender; Ten-Year Age Groups; Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 22, 2023 5:26:00 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 22, 2023 5:26:00 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"5. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"7. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
